DOMAIN	ACCESSION	Exophiala_alcalophila	Exophiala_crusticola	Exophiala_lecanii-corni	Exophiala_mesophila	Exophiala_sideris	Exophiala_spinifera	Exophiala_viscosa	Exophiala_xenobiotica
AdoMet_MTase	PF07757.18	0	1	1	1	1	1	1	1
SLS1_C	PF20778.2	1	1	1	0	1	1	1	1
UBC_like	PF23009.1	1	1	1	1	1	0	1	1
PhoD_N	PF16655.10	2	1	1	0	2	0	0	1
Torus	PF16131.10	1	0	1	1	1	1	1	1
Med20	PF08612.16	1	1	1	0	1	1	1	1
DHHA1	PF02272.24	0	1	1	1	1	1	1	1
MMS19_N	PF14500.11	1	1	1	1	0	1	1	1
DUF1774	PF08611.15	1	1	1	0	1	1	1	1
DUF2462	PF09495.15	1	1	1	1	1	1	0	1
DUF3140	PF11338.13	0	1	1	1	1	1	1	1
USP7_C2	PF14533.11	1	0	1	1	1	1	1	1
FBPase_C	PF18913.5	1	0	1	1	1	1	1	1
RNase_P-MRP_p29	PF01868.21	1	0	1	1	1	1	1	1
Nuf2	PF03800.19	1	1	1	1	1	0	1	1
Urm1	PF09138.16	1	0	1	1	1	1	1	1
Cactin_mid	PF10312.14	1	0	1	1	1	1	1	1
COG5_C	PF20649.2	0	1	1	1	1	1	1	1
CDC73_C	PF05179.19	1	1	1	1	0	1	1	1
Leuk-A4-hydro_C	PF09127.16	1	1	1	1	1	1	0	1
DUF1690	PF07956.16	1	0	1	1	1	1	1	1
Alg14	PF08660.16	1	1	0	1	1	1	1	1
Fis1_TPR_C	PF14853.11	1	1	1	1	1	1	1	0
Exo84_C	PF16528.10	1	1	1	1	1	0	1	1
SecY	PF00344.25	1	1	1	1	1	0	1	1
Calreticulin	PF00262.24	1	1	1	0	1	1	1	1
Ribosomal_L35Ae	PF01247.23	1	0	1	1	1	1	1	1
Ribonuc_2-5A	PF06479.17	1	0	1	1	1	1	1	1
PreP_C	PF22516.1	1	1	1	1	0	1	1	1
ALIX_LYPXL_bnd	PF13949.11	1	0	2	1	1	1	0	1
PH_4	PF15404.11	0	1	1	1	1	1	1	1
XRCC4_CC	PF21924.1	1	0	1	1	1	1	1	1
Gpi1	PF05024.20	0	1	1	1	1	1	1	1
DBP10CT	PF08147.17	1	1	0	1	1	1	1	1
Reticulon	PF02453.22	1	1	1	1	0	1	1	1
Cir_N	PF10197.14	1	1	0	1	1	1	1	1
Mannosyl_trans	PF05007.18	1	1	1	0	1	1	1	1
Mt_ATP-synt_D	PF05873.17	1	1	1	1	1	0	1	1
AcetylCoA_hydro	PF02550.20	0	1	1	1	1	1	1	1
TAN	PF11640.13	1	1	1	0	1	1	1	1
DOCK_N	PF16172.10	1	1	1	1	1	1	1	0
Peptidase_M4_C	PF02868.20	0	1	3	0	0	2	0	1
PFF1_C	PF22250.1	0	1	1	1	1	1	1	1
FBO_C	PF19270.4	1	1	1	1	1	0	1	1
PRP21_like_P	PF12230.13	0	1	1	1	1	0	1	1
RPN1_C	PF18051.6	1	1	1	1	0	1	1	1
Goodbye	PF17109.10	0	1	1	0	1	1	2	1
DNA_topoisoIV	PF00521.25	1	1	1	0	1	1	1	1
DHquinase_II	PF01220.24	0	1	1	1	1	2	1	0
DUF4203	PF13886.11	1	1	1	1	1	1	0	1
Rad26-like_helical_rpts	PF12331.13	0	1	1	1	1	1	1	1
KIF1B	PF12423.13	1	1	1	1	1	1	1	0
Pre-PUA	PF17832.6	1	1	1	0	1	1	1	1
SYF2	PF08231.17	1	1	1	0	1	1	1	1
Stealth_CR1	PF17101.10	0	1	1	1	0	3	0	1
TyrRSs_C	PF16714.10	1	0	1	1	1	1	1	1
Tuberin	PF03542.21	1	1	1	1	0	1	1	1
Glyco_hydro_35	PF01301.24	0	0	0	0	2	1	2	2
Vps52_CC	PF04129.17	1	0	1	1	1	1	1	1
TADA2A-like_3rd	PF22941.1	1	1	1	1	1	0	1	1
RPN1_RPN2_N	PF17781.6	1	1	1	1	0	1	1	1
SUZ	PF12752.12	1	1	1	0	1	1	1	1
ATP-synt_Eps	PF04627.18	0	1	1	1	1	1	1	1
GNAT_acetyltr_2	PF13718.11	1	1	1	1	1	1	0	1
DUF1674	PF07896.17	1	1	1	1	1	0	1	1
Gln-synt_N	PF03951.24	1	1	1	1	1	1	0	1
STL11_N	PF21369.2	1	1	1	0	1	1	1	1
MoaE	PF02391.22	1	1	1	1	0	1	1	1
DUF218	PF02698.22	1	1	1	1	1	1	0	1
DUF2264_C	PF20938.2	0	1	1	1	1	1	1	1
Tfb2	PF03849.19	0	1	1	1	1	1	1	1
Sec3_C-term	PF20654.2	0	1	1	1	1	1	1	1
Methyltransf_8	PF05148.20	1	1	0	2	1	1	1	0
DUF5915	PF19302.4	1	1	1	0	1	1	1	1
PalH	PF08733.15	1	1	1	0	1	1	1	1
PFF1_TM	PF22251.1	0	1	1	1	1	1	1	1
Ribosomal_uL24m-like	PF22682.1	1	1	1	0	1	1	1	1
Semialdhyde_dhC_1	PF22698.1	1	1	1	1	1	0	1	1
Tmemb_170	PF10190.14	1	1	1	1	1	1	0	1
Thg1	PF04446.17	1	1	1	0	0	1	1	1
Noc2	PF03715.18	1	1	1	1	1	0	1	1
HAD_SAK_1	PF10307.14	1	0	1	1	1	1	1	1
COX5B	PF01215.24	1	1	1	1	1	1	1	0
FAM192A_Fyv6_N	PF10187.14	0	1	1	1	1	1	1	1
PDEase_I	PF00233.24	1	1	1	1	1	1	0	1
Per1	PF04080.18	1	1	1	1	0	1	1	1
RBM39linker	PF15519.11	1	1	1	0	1	1	1	1
Rap_GAP	PF02145.20	1	1	1	1	0	1	1	1
DUF915	PF06028.16	1	1	1	1	0	1	1	1
AAL_decarboxy	PF03306.18	1	0	1	1	1	1	1	1
RPAP1_N	PF08621.15	1	1	1	1	1	1	0	1
SWI-SNF_Ssr4_N	PF08549.15	1	1	1	0	1	1	1	1
TCTP	PF00838.23	1	1	1	1	0	1	1	1
Ribosomal_L5e	PF17144.9	1	1	1	1	0	1	1	1
Nrap_D4	PF17405.7	1	1	1	1	1	1	1	0
NDUF_B8	PF05821.16	1	1	0	1	1	1	1	1
DUF3752	PF12572.13	1	0	1	1	1	1	1	1
Vma12	PF11712.13	0	1	1	1	1	1	1	1
DAHP_synth_2	PF01474.21	0	1	1	1	1	1	1	1
CXXC_Zn-b_euk	PF05907.18	1	0	1	0	1	1	1	1
CP2	PF04516.20	1	1	1	1	1	1	1	0
PH_12	PF16457.10	1	0	1	1	1	1	1	1
CBM_1	PF00734.23	1	1	1	1	0	1	1	1
EB1	PF03271.22	1	1	1	1	1	0	1	1
RNA_ligase	PF09414.15	1	1	0	1	1	1	1	1
GET2	PF08690.15	1	1	0	1	1	1	1	1
CASP_C	PF08172.17	0	1	1	1	1	1	1	1
ATP-synt_ab_C	PF00306.32	1	1	1	1	0	1	1	1
Nop16	PF09420.15	1	1	0	1	1	1	1	1
LTV	PF04180.19	1	1	1	1	1	1	1	0
DNApol_Exo	PF18136.6	1	0	1	1	1	1	1	1
DUF2293	PF10056.14	1	0	1	1	1	1	1	1
IPP-2	PF04979.19	0	1	1	1	1	1	1	1
THUMP	PF02926.22	1	1	1	1	1	0	1	1
Thioredox_DsbH	PF03190.20	1	1	0	1	1	1	1	1
DUF1765	PF08578.15	1	1	1	0	1	1	1	1
ATP-synt_G	PF04718.20	1	1	1	1	1	1	1	0
Aft1_OSA	PF11785.13	1	0	1	1	1	1	1	1
Nup84_Nup100	PF04121.18	1	1	1	0	1	1	1	1
ANAPC_CDC26	PF10471.14	1	1	0	1	1	1	1	1
FRB_dom	PF08771.16	1	0	1	1	1	1	1	1
Prp31_C	PF09785.14	1	1	0	1	1	1	1	1
DUF383	PF04063.19	1	0	1	1	1	1	1	1
DUF1907	PF08925.16	1	0	0	1	1	1	1	1
HEM4	PF02602.20	0	0	0	1	1	0	1	1
ASXH	PF13919.11	1	1	1	1	1	0	1	1
Gcd10p	PF04189.18	1	1	1	1	0	1	1	1
Myb_Cef	PF11831.13	1	1	0	1	1	1	1	1
Ran-binding	PF05508.16	1	1	1	0	1	1	1	0
NPR3	PF03666.18	1	1	0	1	1	1	1	1
YccV-like	PF08755.16	1	1	1	1	1	1	1	0
PIG-P	PF08510.17	1	1	1	1	1	1	0	1
Vac14_Fig4_bd	PF11916.13	0	1	1	1	1	1	1	1
ORC2	PF04084.19	1	1	1	1	0	1	1	1
DCP1	PF06058.18	1	1	0	1	1	1	1	1
COX16	PF14138.11	1	1	1	1	1	0	1	1
IPMS_D2	PF22615.1	1	0	1	1	1	1	1	1
SWIRM-assoc_1	PF16495.10	0	1	1	1	1	1	1	1
GIDA_C	PF13932.12	1	1	0	1	1	1	1	1
PNK3P	PF08645.16	1	1	1	1	1	1	1	0
ATG5_HBR	PF20637.2	1	0	1	1	1	1	1	1
ATG5_UblA	PF20638.2	1	0	1	1	1	1	1	1
N_BRCA1_IG	PF16158.10	1	1	1	1	1	1	0	1
zf-C6H2	PF15801.10	0	1	1	1	1	1	1	1
SF3b1	PF08920.15	1	1	1	1	1	1	1	0
PIG-X	PF08320.17	1	1	1	0	1	1	1	1
PET117	PF15786.10	1	1	1	1	1	1	0	1
DUF4748	PF15932.10	0	1	1	1	1	1	1	1
WBS_methylT	PF12589.13	0	1	1	1	1	1	1	1
CBP4	PF07960.16	1	1	0	1	1	1	1	1
Calcipressin	PF04847.17	1	1	1	1	1	0	1	1
GET4	PF04190.18	1	0	1	1	1	1	1	1
SLBB_2	PF22461.1	1	1	1	1	1	0	1	1
Fer4_NifH	PF00142.23	1	1	0	1	1	1	1	1
Nrap	PF03813.19	1	1	1	1	1	1	1	0
Lipid_DES	PF08557.15	1	1	0	1	1	1	1	1
Med7	PF05983.16	1	1	1	1	1	0	1	1
MCM5_C	PF21933.1	1	1	1	1	1	1	0	1
Sec8_N	PF04048.19	1	1	1	1	1	1	1	0
Nrap_D6	PF17407.7	1	1	1	1	1	1	1	0
ORC3_N	PF07034.16	1	1	0	1	1	1	1	1
FGAR-AT_N	PF18076.6	1	1	1	1	1	0	1	1
HTH_68	PF22943.1	0	1	1	1	1	1	1	1
TFIID-18kDa	PF02269.21	1	0	2	1	0	1	1	1
BetaGal_dom2	PF10435.14	0	0	0	0	2	1	2	2
Tfb5	PF06331.17	1	1	1	0	1	1	1	1
Pkr1	PF08636.15	1	1	1	1	1	1	1	0
UPF0020	PF01170.23	1	2	1	0	1	1	1	0
Tau95_N	PF17682.6	0	1	1	1	1	1	1	1
PRO8NT	PF08082.16	1	1	1	1	1	1	1	0
PLAC8	PF04749.22	1	0	2	2	0	0	1	1
Rad26-like_C	PF21046.2	0	1	1	1	1	1	1	1
Nas2_N	PF18265.6	1	0	1	1	1	1	1	1
Glyco_hydro_10	PF00331.25	1	1	1	0	1	1	1	1
Rrn6_beta-prop	PF10214.14	1	1	1	1	1	1	1	0
Sec3-PIP2_bind	PF15277.11	0	1	1	1	1	1	1	1
Syntaxin-18_N	PF10496.14	0	1	1	1	1	1	1	1
Prp3_C	PF06544.17	1	1	1	1	1	1	1	0
zf-Mss51	PF13824.11	1	1	0	1	1	1	1	1
M16C_assoc	PF08367.16	1	1	1	1	0	1	1	1
RRM_4	PF10598.14	1	1	1	1	1	1	1	0
BING4CT	PF08149.16	1	1	1	0	1	1	1	1
RNA_pol_Rpb1_6	PF04992.19	0	1	1	1	1	1	1	1
CoA_binding_2	PF13380.11	1	1	1	1	1	1	1	0
Utp21	PF04192.17	1	0	1	1	1	1	1	1
MoeA_C	PF03454.20	0	1	1	0	1	1	2	1
Cyclin_C_2	PF16899.10	1	1	0	1	1	1	1	1
NADH_4Fe-4S	PF10589.14	1	1	1	1	1	0	1	1
Nrap_D3	PF17404.7	1	1	1	1	1	1	1	0
CDC14	PF08045.16	1	1	1	1	1	1	0	1
DUF3824	PF12868.12	0	1	1	1	1	1	0	1
SRP_SPB	PF02978.24	1	1	1	1	0	1	1	1
Helicase_RecD	PF05127.19	1	1	1	1	1	1	0	1
Nup188_N	PF10487.14	1	1	0	1	1	1	1	1
PAC3	PF10178.14	1	1	1	1	0	1	1	1
ATG5_UblB	PF04106.17	1	0	1	1	1	1	1	1
DUF4187	PF13821.11	1	1	1	1	1	0	1	1
RPAP1_C	PF08620.15	1	1	1	1	1	1	0	1
SEN1_N	PF12726.12	1	0	1	1	1	1	1	1
Clathrin_lg_ch	PF01086.22	1	1	1	1	1	1	0	1
NSUN5_N	PF21153.2	1	1	1	1	1	0	1	1
LeuA_dimer	PF08502.15	1	0	1	1	1	1	1	1
PRMT5_C	PF17286.7	1	1	2	1	1	0	0	1
CDT1	PF08839.16	1	0	1	1	1	1	1	1
Hira	PF07569.16	1	1	1	0	1	1	1	1
Ccdc124	PF06244.17	1	0	1	1	1	1	1	1
U5_2-snRNA_bdg	PF10597.14	1	1	1	1	1	1	1	0
tRNA_U5-meth_tr	PF05958.16	0	1	1	0	1	0	1	1
COQ9	PF08511.16	1	1	1	1	1	1	1	0
DNA_gyraseB	PF00204.30	1	1	1	0	1	1	1	1
TspO_MBR	PF03073.20	1	1	1	1	1	1	0	1
TFA2_Winged_2	PF18121.6	0	1	1	1	1	1	1	1
Rad10	PF03834.19	0	1	1	1	1	1	1	1
EVH1_PP4R3	PF22972.1	1	0	1	1	0	1	1	1
Citrate_bind	PF16114.10	1	1	1	0	1	1	1	1
Topo_C_assoc	PF14370.11	1	1	0	1	1	1	1	1
ANAPC5	PF12862.12	1	0	1	1	1	1	1	1
TFIIA_gamma_C	PF02751.19	0	1	1	1	1	1	1	1
DUF5315	PF17242.7	1	1	1	1	1	0	1	1
Fer2_BFD	PF04324.20	1	0	1	1	1	1	1	1
CSTF2_hinge	PF14327.11	1	1	1	1	1	1	1	0
Mago_nashi	PF02792.19	1	0	1	1	1	1	1	1
PRP3	PF08572.15	1	1	1	1	1	1	1	0
DUF5601	PF18151.6	1	1	1	1	1	0	1	1
BPL_N	PF09825.14	1	0	1	1	1	1	1	1
AdenylateSensor	PF16579.10	1	1	0	0	1	1	1	1
Cpn10	PF00166.26	1	1	1	1	1	1	1	0
UMP1	PF05348.16	1	1	1	0	1	1	1	1
DUF6454	PF20055.4	1	1	1	0	1	1	1	1
Fis1_TPR_N	PF14852.11	1	1	1	1	1	1	1	0
UME	PF08064.18	1	1	1	1	1	1	1	0
COG3_N	PF04136.20	1	1	1	0	1	1	1	1
COX15-CtaA	PF02628.20	1	0	1	0	1	1	1	1
Tmemb_14	PF03647.18	1	1	1	1	1	1	0	0
CENP-Q	PF13094.11	1	1	1	0	1	1	1	0
OGG_N	PF07934.17	1	1	0	1	1	1	0	1
Spb1_C	PF07780.17	0	1	1	1	1	1	1	0
BP28CT	PF08146.17	1	0	1	1	0	1	1	1
ATG9	PF04109.21	0	1	1	1	1	1	0	1
Arb1	PF09692.15	1	0	1	1	1	1	1	0
BHD_3	PF10405.14	0	0	2	0	1	0	1	2
Ubiquitin_2	PF14560.11	1	1	1	1	1	0	1	0
Scm3	PF10384.14	1	0	1	1	1	1	0	1
Thaumatin	PF00314.22	1	0	1	0	1	1	1	1
DUF3645	PF12359.13	0	1	1	0	1	1	1	1
AAR2_1st	PF20981.2	0	1	0	1	1	1	1	1
DUF1604	PF07713.18	0	0	1	1	1	1	1	1
Ecm33	PF12454.13	1	1	0	0	1	1	1	1
EVE	PF01878.23	0	1	1	1	1	0	1	1
PYC_OADA	PF02436.23	1	1	1	1	0	1	0	1
DUF3835	PF12927.12	0	1	1	0	1	1	1	1
MIX23	PF09774.14	1	1	0	1	1	0	1	1
Mso1_Sec1_bdg	PF14475.11	0	1	1	1	0	1	1	1
Cohesin_load	PF10345.14	0	1	1	1	1	0	1	1
Shugoshin_N	PF07558.16	1	0	1	0	1	1	1	1
Kinetochor_Ybp2	PF08568.15	1	1	1	1	1	0	0	0
Ribonuc_P_40	PF08584.16	1	1	0	0	1	1	1	1
PRT6_C	PF18995.5	0	0	1	0	1	0	1	0
ATG2-VPS13_C	PF09333.16	1	0	1	0	1	1	1	1
DUF3591	PF12157.13	1	1	1	0	1	1	0	0
Fe_hyd_lg_C	PF02906.19	0	0	1	1	1	1	1	1
Eisosome1	PF12757.12	1	1	1	1	0	1	1	0
Sde2_N_Ubi_yeast	PF13019.11	1	1	0	0	1	1	1	1
Utp25_C	PF06862.17	1	1	1	1	0	0	1	1
Spc24	PF08286.16	1	1	1	1	0	1	0	1
Csm1	PF12539.13	0	1	1	0	1	1	1	1
LSM14	PF12701.12	0	1	1	0	1	1	1	1
dsDNA_bind	PF01984.25	1	0	1	1	1	1	0	1
CTK3	PF12243.13	0	0	1	1	1	1	1	1
Coprogen_oxidas	PF01218.23	1	1	1	0	1	1	1	0
Tsr1_G-like	PF22298.1	0	1	1	1	1	0	1	1
MS_N	PF20656.2	1	1	1	1	0	0	1	1
Dis3l2_C_term	PF17877.6	1	0	1	0	1	1	1	1
F1F0-ATPsyn_F	PF10791.14	0	1	1	1	1	1	1	0
MRP_L53	PF10780.14	0	1	1	1	1	1	1	0
Nipped-B_C	PF12830.12	1	0	1	1	1	1	1	0
ATG13	PF10033.14	1	1	1	0	1	1	0	1
SMN_G2-BD	PF20636.2	0	1	1	1	1	0	1	1
DNA_ligase_IV	PF11411.13	1	1	0	0	1	1	1	1
SRA1	PF07304.16	1	1	1	0	1	0	1	1
AAR2	PF05282.16	0	1	0	1	1	1	1	1
C-C_Bond_Lyase	PF15617.11	1	1	1	1	1	0	1	0
NosD	PF05048.18	0	0	1	1	1	1	1	1
Rio2_N	PF09202.16	1	0	1	0	1	1	1	1
HUN	PF08729.15	0	1	0	1	1	1	1	1
MT-A70	PF05063.19	1	1	1	1	0	1	0	1
PIG-Y	PF15159.11	1	0	1	1	0	1	1	1
UbiD	PF01977.21	0	0	1	0	0	4	0	1
Chlorophyllase	PF07224.16	0	1	0	1	2	0	2	0
Meiotic_rec114	PF03525.19	0	1	1	1	1	1	1	0
BHD_1	PF10403.14	0	0	2	0	1	0	1	2
Voldacs	PF03517.18	0	0	1	1	1	1	1	1
bL31_N	PF21492.2	1	1	0	1	1	1	0	1
SPOC	PF07744.18	1	0	1	1	1	1	0	1
RAC_head	PF16717.10	1	1	1	1	0	1	1	0
DUF4604	PF15377.11	1	1	1	0	1	0	1	1
DCP2	PF05026.18	1	1	0	1	0	1	1	1
PAS_11	PF14598.11	1	1	0	0	1	1	1	1
Metallophos_C	PF14008.11	1	0	0	0	1	1	2	1
U3snoRNP10	PF12397.13	1	0	1	1	0	1	1	1
DUF3819	PF12842.12	1	1	1	1	0	1	0	1
QRPTase_C	PF01729.24	1	1	1	1	0	1	1	0
TAP_C	PF03943.18	1	0	0	1	1	1	1	1
DBF4_BRCT	PF22437.1	0	0	1	1	1	1	1	1
Mlh1_C	PF16413.10	1	1	1	1	1	0	1	0
Spc7	PF08317.16	0	1	1	1	1	1	0	1
MATalpha_HMGbox	PF04769.17	1	0	1	1	1	0	1	1
DUF4602	PF15375.11	1	1	1	1	0	1	0	1
KH_8	PF17903.6	0	1	1	0	1	1	1	1
POR_N	PF01855.24	1	0	1	1	1	0	1	1
RPN2_C	PF18004.6	0	1	1	1	1	0	1	1
HeH	PF12949.12	1	1	1	0	1	1	0	1
Es2	PF09751.14	1	0	0	1	1	1	1	1
GatF	PF20977.2	0	1	1	0	1	1	1	1
PTS_2-RNA	PF01885.21	0	1	1	0	1	1	1	1
GINS_N	PF22466.1	1	0	1	1	1	1	1	0
Spo7	PF03907.18	1	1	1	1	1	0	1	0
DUF3684	PF12449.13	1	0	1	1	1	1	1	0
Mak10	PF04112.18	0	0	1	1	1	1	1	1
cwf21	PF08312.17	0	1	1	0	1	1	1	1
Bystin	PF05291.16	0	1	1	1	0	1	1	1
DUF1899	PF08953.16	1	1	1	0	1	1	0	1
CBM_20	PF00686.24	1	0	1	1	1	0	1	1
Sec61_beta	PF03911.21	1	1	1	1	1	1	0	0
TIG	PF01833.29	1	1	1	1	0	1	0	1
Bmt2	PF11968.13	0	0	1	0	1	1	1	1
UBA_8	PF22566.1	0	1	1	1	0	1	1	1
UPF0047	PF01894.22	1	1	1	1	1	0	0	1
SprT-like	PF10263.14	1	1	0	0	1	1	1	1
Vps35	PF03635.22	1	0	1	0	1	1	1	1
VIT	PF08487.15	1	0	1	1	1	1	1	0
ATG11	PF10377.14	0	1	1	1	1	1	1	0
Pur_ac_phosph_N	PF16656.10	1	0	0	0	1	1	2	1
DUF4863	PF16155.10	1	0	1	1	0	1	1	1
PDZ_6	PF17820.6	1	0	0	1	1	2	1	0
PAN_1	PF00024.31	2	0	1	0	1	0	0	1
DUF4211	PF13926.11	1	0	1	1	0	1	1	1
Syntaxin-6_N	PF09177.16	1	1	1	0	1	1	1	0
Vps39_1	PF10366.14	1	0	1	0	1	1	1	1
FRQ	PF09421.15	1	1	0	1	1	1	1	0
DUF4385	PF14328.11	1	1	1	0	1	1	0	1
Get5_C	PF17183.9	0	0	1	1	1	1	1	1
ATPD_C_fung	PF21334.2	1	0	1	1	1	0	1	1
Ecl1	PF12855.12	1	0	1	0	1	1	1	1
DPM3	PF08285.16	1	0	1	0	1	1	1	1
DUF2457	PF10446.14	0	1	2	1	0	1	0	1
NFACT_N	PF05833.16	1	0	1	0	1	1	1	1
SARAF	PF06682.17	1	1	1	0	0	1	1	1
GH43_C2	PF17851.7	1	0	1	1	1	0	1	1
Dehydratase_hem	PF13816.11	2	0	1	1	2	0	0	0
ANCHR-like_BBOX	PF22586.1	1	1	0	1	1	0	1	1
Vps54	PF07928.17	0	1	1	1	1	1	1	0
NUDE_C	PF04880.18	1	1	1	1	0	1	0	1
AAA_26	PF13500.11	1	1	1	0	0	1	1	1
KRR1-like_KH2	PF21800.2	0	1	1	0	1	1	1	1
XPC-binding	PF09280.16	1	0	1	0	1	1	1	1
zf-RING_4	PF14570.11	0	1	1	1	1	1	0	1
SLX1_C	PF21202.2	0	1	1	1	0	1	1	1
Vma22_CCDC115	PF21730.2	1	0	0	1	0	0	1	1
Fungal_TACC	PF12709.12	1	0	1	0	1	1	1	1
Adaptin_binding	PF10199.14	1	1	1	0	1	0	1	1
Glrx-like	PF05768.19	1	1	1	0	1	1	0	1
eIF3a_PCI_TPR-like	PF22591.1	1	0	1	0	1	1	1	1
DENND11	PF09804.14	1	1	1	1	1	0	0	1
CNOT1_CAF1_bind	PF16415.10	1	1	1	1	0	1	0	1
RRN9	PF10680.14	1	1	0	1	1	0	1	1
Pop8	PF20976.2	0	0	1	1	1	1	1	1
PABP	PF00658.23	1	0	1	1	1	1	0	1
SGT1	PF07093.16	0	0	1	1	1	0	1	1
TBCC_N	PF16752.10	1	0	1	0	1	1	1	1
Thg1C	PF14413.11	1	1	1	0	0	1	1	1
Knl1_RWD_C	PF18210.6	0	1	1	1	1	1	0	1
Peptidase_M4	PF01447.23	0	0	3	0	0	2	0	1
GRIM-19	PF06212.17	1	1	1	0	1	1	1	0
Ribonuclease	PF00545.25	0	1	1	0	1	1	1	1
BHD_2	PF10404.14	0	0	2	0	1	0	1	2
PDDEXK_12	PF20516.3	0	3	1	0	0	1	0	1
GOST_TM	PF06814.18	0	1	1	1	0	1	1	1
POT1PC	PF16686.10	0	1	0	1	1	1	1	1
ATG2_CAD	PF13329.11	1	0	1	0	1	1	1	1
NUFIP1	PF10453.14	1	1	1	0	1	0	1	1
XAP5	PF04921.19	1	1	1	1	1	1	0	0
COG6_C	PF20653.2	0	1	1	1	1	1	0	1
tRNA_lig_CPD	PF08302.16	1	1	1	1	0	1	0	1
Shugoshin_C	PF07557.16	1	0	1	0	1	1	1	1
ORC1_wHTH	PF21312.2	0	0	1	1	1	1	1	1
PSP1	PF04468.17	1	1	0	0	1	1	1	1
Peroxin-13_N	PF04088.18	1	1	1	0	1	1	0	1
DUF3517	PF12030.13	1	0	1	0	1	1	1	1
Mgm101p	PF06420.17	1	1	1	1	1	0	1	0
COG6_N	PF06419.16	0	1	1	1	1	1	0	1
2H-phosphodiest	PF08975.15	0	0	0	0	2	1	1	2
UTP25_NTPase-like	PF22916.1	1	1	1	1	0	0	1	1
2_5_RNA_ligase2	PF13563.11	0	1	0	1	1	1	1	1
IF3_C	PF00707.27	1	1	0	0	1	1	1	1
PTM1-like_N	PF21902.1	0	1	1	1	0	1	1	1
Sua5_C	PF03481.18	0	0	1	1	1	1	1	1
RNA_lig_T4_1	PF09511.15	1	1	1	1	0	1	0	1
Laminin_G_3	PF13385.12	1	1	1	1	1	0	1	0
PWWP	PF00855.22	0	1	1	0	1	1	1	1
DJC28_CD	PF09350.15	0	1	1	1	0	1	1	1
TIM21	PF08294.16	1	1	1	1	1	1	0	0
SLS1_N	PF20776.2	1	1	1	0	1	0	1	1
TBCC	PF07986.17	1	1	0	0	1	1	1	1
Get5_N	PF12754.12	0	0	1	1	1	1	1	1
ATP-synt_DE_N	PF02823.21	1	0	1	1	1	1	0	1
HPP	PF04982.18	0	0	1	2	2	0	1	0
NTR2	PF15458.11	0	1	1	1	1	0	1	1
Myotub-related	PF06602.19	1	1	1	0	1	1	0	1
Complex1_30kDa	PF00329.24	1	0	1	1	1	1	1	0
DUF899	PF05988.17	1	0	2	1	0	1	0	1
Ribosomal_S28e	PF01200.23	1	1	0	0	1	1	1	1
DUF3638	PF12340.13	0	1	1	0	1	1	1	1
QRPTase_N	PF02749.21	1	1	1	1	0	1	1	0
Ribosomal_S27e	PF01667.22	1	1	0	0	1	1	1	1
zf-HIT	PF04438.21	1	0	1	0	1	1	1	1
ERCC3_RAD25_C	PF16203.10	1	0	1	1	1	1	1	0
Med31	PF05669.17	1	1	1	1	1	0	0	1
Prefoldin_3	PF13758.11	0	1	1	0	1	1	1	1
UbiD_N	PF20695.2	0	0	1	0	0	4	0	1
FKS1_dom1	PF14288.11	1	0	1	0	1	1	1	1
Scramblase	PF03803.20	0	1	1	0	1	0	1	1
Sec7-like_HDS	PF09324.15	1	0	1	1	0	1	1	1
HAUS6_N	PF14661.11	1	1	1	0	1	0	1	1
DUF2461	PF09365.15	0	0	1	0	1	1	1	1
Aha1_N	PF09229.16	1	1	1	0	1	1	1	0
Pet100	PF09803.14	1	1	1	0	1	0	1	1
Vps36_ESCRT-II	PF11605.13	1	1	1	0	0	1	1	1
MCRA	PF06100.16	0	0	1	1	1	1	1	1
Atg2_N	PF21676.2	1	0	1	0	1	0	1	1
ASD1_dom	PF22848.1	1	0	1	0	1	1	1	1
RAMP4	PF06624.17	1	1	0	1	1	0	1	1
Ebp2	PF05890.17	1	1	1	0	0	1	1	1
CRT-like	PF08627.15	0	1	0	1	1	1	1	1
Dfp1_Him1_M	PF08630.15	0	0	1	1	1	1	1	1
Nodulin-like	PF06813.18	1	1	0	1	1	1	0	1
BIG2_C	PF20252.3	1	0	1	1	0	1	1	1
DUF384	PF04064.18	1	0	0	1	1	1	1	1
Glucan_synthase	PF02364.20	1	0	1	0	1	1	1	1
PPP4R2	PF09184.16	1	1	1	0	1	0	1	1
Ufd2P_core	PF10408.14	1	1	1	1	1	0	0	1
SHR3_chaperone	PF08229.16	1	1	1	0	1	1	0	1
bVLRF1	PF18826.6	0	1	1	1	1	1	0	1
HRDC	PF00570.28	1	1	1	1	1	1	0	0
zf-CHY	PF05495.17	2	0	0	0	0	2	0	2
NAP	PF00956.23	0	0	1	0	1	1	1	2
TPR_MLP1_2	PF07926.17	0	0	1	1	1	1	1	1
RVT_1	PF00078.32	1	0	1	1	0	1	1	1
Form_Nir_trans	PF01226.22	0	1	0	1	2	1	1	0
NGP1NT	PF08153.17	0	1	1	0	1	1	1	1
Ribosomal_L29e	PF01779.22	1	1	0	1	1	0	1	0
SRAP	PF02586.19	1	1	1	0	1	0	1	1
Plus-3	PF03126.23	0	1	1	1	1	1	0	1
UCR_TM	PF02921.19	1	0	1	0	1	1	1	1
